,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,
,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,
,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,
,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,,,
,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,
,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,
,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,,,,
,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.010903426791277258,0.01616915422885572,0.0012437810945273632,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,
,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.00909090909090909,0.04504504504504504,0.0814663951120163,0.0818278427205101,0.012295081967213115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,
,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.014084507042253521,0.020202020202020204,0.0430327868852459,0.08547602501737317,0.010228166797797011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.01639344262295082,0.0,0.012422360248447204,0.02576112412177986,0.04206500956022945,0.07665505226480836,0.008843537414965987,0.011286681715575621,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.011286681715575621,0.013533834586466165,0.017766497461928935,0.05841238142785821,0.005594405594405594,0.029585798816568046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034423407917383822,0.0368763557483731,0.02654320987654321,0.01243640474844545,0.009174311926605505,0.016910935738444193,0.0,0.005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.02383654937570942,0.010143198090692125,0.014447236180904523,0.008053055423969682,0.014155712841253791,0.006578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074211502782931356,0.01206140350877193,0.010702054794520547,0.007772020725388601,0.015197568389057751,0.014781966001478197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.005747126436781609,0.013528748590755355,0.009669211195928753,0.005497526113249038,0.006234845860755109,0.0198482194979568,0.006507592190889371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026246719160104987,0.013215859030837005,0.003194888178913738,0.004748338081671415,0.03670411985018727,0.011360050489113285,0.0011204481792717086,0.006815203145478375,0.012487512487512488,0.004594180704441042,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03205128205128205,0.0,0.04664723032069971,0.00856898029134533,0.0145413870246085,0.009297851875601153,0.001279863481228669,0.005239520958083832,0.012200844673862036,0.027901785714285716,0.024752475247524754,0.0,0.00975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031446540880503145,0.006622516556291391,0.0051813471502590676,0.0036101083032490976,0.02564102564102564,0.036134087940792335,0.02127659574468085,0.015808383233532935,0.05046100174433092,0.007988380537400145,0.012244897959183673,0.005376344086021506,0.0011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
