,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,,,,,
,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
,,,,0,,,,,0,0,0,0,0,0,0,0,0.1,0.027027027027027,0.107692307692308,0.0149253731343284,0.03125,0,0,,,0,0,0,0,0,0,0,,,,,,,
,,,,,,,,0,0,0,0,0,0,0.0454545454545455,0,0,0.171428571428571,0.125,0.1171875,0.0495049504950495,0.0669856459330144,0,0,0,0,0,0,0,,0,,,,,,,,,
,,0,,,,,0,0,0,0,0,0,0,0,0.166666666666667,0.117647058823529,0.2,0.111111111111111,0.217821782178218,0.0909090909090909,0.0994475138121547,0.0869565217391304,0,0,0,0,0,0,,0,,,,,,,,,
,,,,,,,0,,0,0,0,0,0,0,0.130434782608696,0,0.132075471698113,0.0576923076923077,0.131578947368421,0.0333333333333333,0.0526315789473684,0.166666666666667,0,0,0,0,0,0,0,0,,,,,0,,,,
,,,,,,0,0,0,0,0,0,0,0,0.0212765957446808,0.0789473684210526,0.21875,0.0555555555555556,0.0421052631578947,0.129943502824859,0.0355329949238579,0.0636942675159236,0.166666666666667,0.0625,0,0.0666666666666667,0,0,0,0,,0,,0,0,0,0,0,,
,,,,,,0,0,0,0,0,,0,0,0,0.0555555555555556,0.037037037037037,0.0941176470588235,0.0673076923076923,0.110047846889952,0.046875,0.0708860759493671,0.075,0,0.0428571428571429,0.111111111111111,0,0,0,0,0,0,,0,0,,,,,0
,,,,,0,,0,0,0,0,0,0,0,0.0408163265306122,0.0975609756097561,0.0266666666666667,0.0434782608695652,0.0635838150289017,0.0886075949367089,0.0408921933085502,0.0376569037656904,0.113924050632911,0.078125,0.0263157894736842,0,0,0,0,0,0,0,0,0,,,,,,
,,,,,,0,0,0,0,0,0,0,0.0434782608695652,0.0227272727272727,0.0645161290322581,0.0823529411764706,0.0471698113207547,0.058252427184466,0.0925373134328358,0.0291777188328912,0.0266666666666667,0.142857142857143,0.0919540229885057,0.0208333333333333,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,,,,0
,,,,,,0,0,0,0,0,0,0,0,0.0178571428571429,0.04,0.0298507462686567,0.0721649484536082,0.0333333333333333,0.0844686648501362,0.0293577981651376,0.0228494623655914,0.0836820083682008,0.0217391304347826,0.032258064516129,0.075,0.02,0.0357142857142857,0,0,0,0,0,0,0,,,,,
0,,0,0,,,0,0,0,0,0,0,0,0.0294117647058823,0.0298507462686567,0,0.016260162601626,0.122112211221122,0.0576923076923077,0.0952380952380952,0.0189228529839884,0.0395480225988701,0.0696864111498258,0.036144578313253,0.0470588235294118,0.0375,0.0149253731343284,0.0454545454545455,0,0,0,0,0,0,0,,,0,,0
,,0,,,,0,0,0,0,0,0,0,0.04,0.0517241379310345,0.0493827160493827,0.0185185185185185,0.0794701986754967,0.0731707317073171,0.101910828025478,0.0111111111111111,0.0779036827195467,0.0941558441558442,0.0313725490196078,0.0481481481481482,0.032258064516129,0.0352941176470588,0,0,0,0,0,0,0,,0,0,,0,0
,,,,0,,,0,0,0,0,0,0,0,0,0.015625,0,0.124031007751938,0.10223642172524,0.102137767220903,0.0448179271708684,0.0553691275167785,0.105263157894737,0.0142348754448399,0.0521327014218009,0.0236686390532544,0.0694444444444444,0.0512820512820513,0,0,0,0,0,0,0,0,0,0,,
,,,0,,,0,0,0,0,0,0,0,0,0.0677966101694915,0.0757575757575758,0.0363636363636364,0.0559701492537313,0.0570175438596491,0.0573770491803279,0.0193965517241379,0.0350438047559449,0.0594059405940594,0.00450450450450451,0.0522648083623693,0.0430107526881721,0.0823529411764706,0.0344827586206897,0.0416666666666667,0,0,0,0,0,0,,0,,,0
,,0,0,,,,0,0,0,0,0,0,0,0.0784313725490196,0.05,0.016,0.0526315789473684,0.0392156862745098,0.0310734463276836,0.0437956204379562,0.0355191256830601,0.0552486187845304,0.0205761316872428,0.0243055555555556,0.032258064516129,0,0.025,0.037037037037037,0,0,0,0,0,,,0,,,0
,,0,0,,,,0,0,0,0,0,0,0.0238095238095238,0.0212765957446808,0,0.114754098360656,0.0421686746987952,0.0655737704918033,0.0459363957597173,0.0150214592274678,0.0434782608695652,0.0429447852760736,0.0372340425531915,0.032520325203252,0.0245901639344262,0.0175438596491228,0.06,0,0,0,0,0,0,,0,0,0,0,
,,0,0,,,0,0,0,0,0,0,0,0,0,0.0579710144927536,0.0597014925373134,0.0294117647058823,0.186046511627907,0.0590909090909091,0.0268817204301075,0.0773381294964029,0.0256410256410256,0.0342465753424658,0.00746268656716418,0.0508474576271187,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,,0
,,,,,,0,0,0,0,0,0,0,0,0,0.131147540983607,0,0.0642201834862385,0.102189781021898,0.0515463917525773,0.0497076023391813,0.121076233183857,0.0560747663551402,0.10958904109589,0.0615384615384615,0,0,0,0,0,0,0,0,0,0,,0,,,
,,,,,0,0,0,0,0,0,0,0,0,0.0625,0.0769230769230769,0,0.0927835051546392,0.119266055045872,0.0645161290322581,0.0581818181818182,0.0804953560371517,0.141509433962264,0.0353982300884956,0.0294117647058823,0.0175438596491228,0,0,0,0,0,0,0,0,0,0,0,,,0
,,,,,0,,0,0,0,0,0,0,0,0.15,0.2,0.0416666666666667,0.171428571428571,0.125,0.0476190476190476,0.0170454545454545,0.0630252100840336,0.0434782608695652,0.0533333333333333,0,0,0,0,0,0,0,0,0,,0,,,,,
,,,,,0,,0,0,0,0,0,0,0,0.1,0,0.125,0.355263157894737,0.2625,0.079646017699115,0.0333333333333333,0.141935483870968,0.269230769230769,0.0454545454545455,0.0851063829787234,0,0,0,0,0,0,0,0,0,,0,0,0,,
,,,0,0,,0,0,0,0,,0,0,0,0,0,0.2,0.275,0.226415094339623,0.048,0.062111801242236,0.126373626373626,0.145161290322581,0.1,0.142857142857143,0.125,0.125,0,0,0,0,,,,,,,,,
,,0,,,,0,0,0,0,0,0,0,0,0,0.142857142857143,0.3,0.25,0.125,0.0833333333333333,0.0650406504065041,0.101010101010101,0.121212121212121,0.2,0.0909090909090909,0.142857142857143,0.166666666666667,0,0,0,0,0,,,,,,,,
,,0,,,,,,,0,0,0,0,0,0.2,0,0.111111111111111,0.19047619047619,0.0645161290322581,0.112903225806452,0.0547945205479452,0.0945945945945946,0,0,0,0,0,0,,,,0,0,0,,,,,,
,0,,,,,,,,0,0,0,0,0.5,0.166666666666667,0,0.0869565217391304,0.230769230769231,0.0740740740740741,0.04,0.074468085106383,0.0377358490566038,0,0,0,0,0,,0,,,,0,0,,,,,,
,,,,,,,,0,0,,0,0,0,0,0.25,0,0.0714285714285714,0.0454545454545455,0.0303030303030303,0.0144927536231884,0,0,0,0,,0,0,0,0,,,,0,,,,,,
,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0.0232558139534884,0,0.0869565217391304,0,0,,0,,0,0,0,,,,,,0,,,,
,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,,,,0,,,,,
